2010-02-01T05:12:32.921+0000,1039993,Lei Liu,10,0,-,-,-,-,-,-,-,-
2010-02-01T12:47:47.921+0000,1048874,Heinz Frank,10,0,1039993,Lei Liu,10,0,-,-,-,-
2010-02-01T20:49:17.921+0000,1039994,Lei Liu,10,0,1048874,Heinz Frank,10,0,1039993,Lei Liu,10,0
2010-02-02T00:09:32.921+0000,1048864,Heinz Frank,10,0,1039994,Lei Liu,10,0,1048874,Heinz Frank,10,0
2010-02-02T01:20:47.921+0000,1048869,Heinz Frank,10,0,1048864,Heinz Frank,10,0,1039994,Lei Liu,10,0
2010-02-02T01:25:17.921+0000,1048865,Heinz Frank,10,0,1048869,Heinz Frank,10,0,1048864,Heinz Frank,10,0
2010-02-02T03:02:02.921+0000,1048896,Heinz Frank,10,0,1048865,Heinz Frank,10,0,1048869,Heinz Frank,10,0
2010-02-02T03:05:02.921+0000,1048889,Heinz Frank,10,0,1048896,Heinz Frank,10,0,1048865,Heinz Frank,10,0
2010-02-02T03:33:32.921+0000,1048902,Heinz Frank,10,0,1048889,Heinz Frank,10,0,1048896,Heinz Frank,10,0
2010-02-02T04:23:02.921+0000,1048861,Heinz Frank,10,0,1048902,Heinz Frank,10,0,1048889,Heinz Frank,10,0
2010-02-02T04:29:47.921+0000,1048875,Heinz Frank,10,0,1048861,Heinz Frank,10,0,1048902,Heinz Frank,10,0
2010-02-02T05:12:38.716+0000,701100,Emperor of Brazil Silva,10,0,1048875,Heinz Frank,10,0,1048861,Heinz Frank,10,0
2010-02-02T05:23:47.921+0000,1048879,Heinz Frank,10,0,701100,Emperor of Brazil Silva,10,0,1048875,Heinz Frank,10,0
2010-02-02T05:46:17.921+0000,1048878,Heinz Frank,10,0,1048879,Heinz Frank,10,0,701100,Emperor of Brazil Silva,10,0
2010-02-02T05:55:17.921+0000,1048882,Heinz Frank,10,0,1048878,Heinz Frank,10,0,1048879,Heinz Frank,10,0
2010-02-02T07:59:47.921+0000,1048891,Heinz Frank,10,0,1048882,Heinz Frank,10,0,1048878,Heinz Frank,10,0
2010-02-02T08:20:47.921+0000,1048895,Heinz Frank,10,0,1048891,Heinz Frank,10,0,1048882,Heinz Frank,10,0
2010-02-02T10:43:17.921+0000,1048863,Heinz Frank,10,0,1048895,Heinz Frank,10,0,1048891,Heinz Frank,10,0
2010-02-02T10:54:32.921+0000,1048860,Heinz Frank,10,0,1048863,Heinz Frank,10,0,1048895,Heinz Frank,10,0
2010-02-02T11:17:47.92+0000,1048871,Heinz Frank,10,0,1048860,Heinz Frank,10,0,1048863,Heinz Frank,10,0
2010-02-02T11:27:32.921+0000,1048892,Heinz Frank,10,0,1048871,Heinz Frank,10,0,1048860,Heinz Frank,10,0
2010-02-02T11:35:02.921+0000,1048885,Heinz Frank,10,0,1048892,Heinz Frank,10,0,1048871,Heinz Frank,10,0
2010-02-02T12:29:47.921+0000,1048894,Heinz Frank,10,0,1048885,Heinz Frank,10,0,1048892,Heinz Frank,10,0
2010-02-02T15:27:32.921+0000,1048858,Heinz Frank,10,0,1048894,Heinz Frank,10,0,1048885,Heinz Frank,10,0
2010-02-02T19:14:47.921+0000,1048866,Heinz Frank,10,0,1048858,Heinz Frank,10,0,1048894,Heinz Frank,10,0
